id,title,original_title,overview,genre_ids,genre_names,adult,original_language,vote_average,popularity,vote_count,poster_url,backdrop_url
1214931,뉘른베르크,Nuremberg,,"36,18",역사|드라마,False,en,7.4,28.9246,477,https://image.tmdb.org/t/p/w500/7cWTGH2svfNHWVRjsfKIBob9pDj.jpg,https://image.tmdb.org/t/p/w780/xsO1Qgru8sETLTcVla8MrqxOVr0.jpg
1151272,시라트,Sirāt,광활한 사막 한가운데에서 펼쳐지는 레이브 파티. 그곳에서 루이스는 아들 에스테반과 함께 실종된 딸을 찾아 헤맨다. 하지만 곧 그 길은 신의 심판대로 이어지는데...,"18,53,10402",드라마|스릴러|음악,False,es,6.816,28.0981,385,https://image.tmdb.org/t/p/w500/b35VZ5udCZWToWzNpWjcaCLxPvA.jpg,https://image.tmdb.org/t/p/w780/kOUV5WbisWMg56d8eB45ZHEVxYq.jpg
1297953,Mi amiga Eva,Mi amiga Eva,,"10749,35",로맨스|코미디,False,es,6.857,29.9291,7,https://image.tmdb.org/t/p/w500/dolwe6cReEg3zRnIAIPr7C17vqx.jpg,https://image.tmdb.org/t/p/w780/xxU0ttSVJ3iHpMzZNfN1yb09MZt.jpg
1422096,굿 보이,Good Boy,인간 친구 토드가 며칠 전부터 이상하다. 여기서 토드를 지킬 수 있는 건 나 밖에 없다. 우리의 세계가 무너지지 않도록 내가 나서야 한다.,27,공포,False,en,6.7,25.2972,492,https://image.tmdb.org/t/p/w500/t4HhBZDq9Wjxrm1iKZOwZnyJPFy.jpg,https://image.tmdb.org/t/p/w780/mPtPJzBkwksUoMEKpkZqxBrlKpZ.jpg
1194963,노이즈,노이즈,"내 집 마련에 성공한 주영과 주희 자매. 어느 날부터 아파트 어딘가에서 들려오는 정체불명의 층간소음에 시달린다. 그러던 중 동생 주희와 연락이 끊기자 불안에 휩싸인 주영은 급히 지방 공장에서 집으로 돌아오고, 주희의 남자친구 기훈과 함께 실종된 동생을 추적하기 시작한다. 한편, 자매와 마찬가지로 층간소음에 시달리던 아랫집 남자는 그 소음의 근원이 윗집 자매에게 있다고 생각해 살인 협박을 하게 되는데….","27,53",공포|스릴러,False,ko,6.3,23.1485,38,https://image.tmdb.org/t/p/w500/tPOcNetZHfmn97V93TikhWDXj4T.jpg,https://image.tmdb.org/t/p/w780/zeMMVjOFwXPfRIW6HzaEr0UQlRY.jpg
122,반지의 제왕: 왕의 귀환,The Lord of the Rings: The Return of the King,"사우론이 인간들의 마지막 요새인 곤도르를 향해 야욕을 드러내고 있는 한편, 아라곤은 쇠락해가고 있는 곤도르의 재건을 위해 왕위 계승을 신중하게 결정지어야만 하는 상황. 이제 중간대륙의 미래는 그의 어깨에 달려있는 것. 사우론이 이끄는 어둠의 군대와의 마지막 전투를 위해 간달프는 곤도르에 흩어져 있던 병사들을 모으고, 로한의 왕 세오덴에게 도움을 받기도 하지만 사우론의 군대에 비하면 열세를 면치 못한다. 그러나 그들은 중간대륙을 사우론의 야욕으로부터 지키려는 사명감과, 마지막 반지 운반자에게 임무를 끝낼 기회를 주기 위해 어둠의 군대를 향해 돌진하게 되는데...","12,14,28",모험|판타지|액션,False,en,8.492,24.4261,25935,https://image.tmdb.org/t/p/w500/n8BPIRqvj1SdTRND828ANXhmSng.jpg,https://image.tmdb.org/t/p/w780/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg
1086260,프로젝트 아스트로,The Astronaut,"NASA의 첫 장거리 우주 임무 중, 파편에 충돌해 추락한 우주비행사 '샘 워커'. 그녀는 구조 직후, 정부가 숨겨온 비밀 격리 시설로 이송된다. 회복이 진행될수록 그녀의 몸과 기억에 설명할 수 없는 변화가 나타나고, 우주에서 혼자 돌아온 것이 아니라는 의심이 커져간다. 함께 귀환한 ‘무언가’가 인류의 미래를 위협하기 시작한다!","878,27,53",SF|공포|스릴러,False,en,5.725,21.5875,167,https://image.tmdb.org/t/p/w500/w9nWZHi8M0Hfiw5C6DGOppzjx2Q.jpg,https://image.tmdb.org/t/p/w780/3C01kAcKGR6FwsUUSOvJ8N82pqr.jpg
1248226,플레이데이트,Playdate,"""아빠들의 낮, 순식간에 액션으로 뒤집히다"" 실직으로 집에 남게 된 한 아빠가 아이의 친구와 마련한 플레이데이트에 나선다. 가볍게 공 던지고 간식 나누면 끝일 줄 알았던 오후, 어딘가 수상한 또 다른 아빠와 얽히며 평범한 만남은 순식간에 추격과 난투, 미니밴 카체이스로 번진다. 아이들을 지키기 위해 어설픈 초보와 과하게 단련된 고수가 한 팀이 되고, 웃지 못할 실수와 의외의 재능이 번갈아 터지며 하루는 점점 통제 불능의 소동으로 치닫게 되는데...","28,35,10751",액션|코미디|가족,False,en,6.019,24.6048,479,https://image.tmdb.org/t/p/w500/nzEjHWzNstCy4JeXq6bHkSSnFUB.jpg,https://image.tmdb.org/t/p/w780/5lQ4euO30sDin5nCifvi0vURFNd.jpg
1290821,쉘터,Shelter,"과거를 등진 채 침묵의 섬에 숨어든 남자, 아이를 구한 순간 잠들었던 본능이 깨어난다. 스코틀랜드의 외딴 섬 lighthouse에서 개 한 마리와 함께 은둔하며 살아가는 전직 특수 요원 메이슨. 그는 술과 체스, 그리고 그림으로 과거의 잔혹한 기억을 지우며 스스로를 고립시킨다. 유일한 바깥세상과의 연결고리는 정기적으로 보급품을 나르는 어린 소녀 제시뿐이다. 어느 날, 거센 폭풍우 속에서 목숨을 잃을 위기에 처한 제시를 구하기 위해 그는 평생 지켜온 금기를 깨고 세상 밖으로 모습을 드러낸다. 단 한 번의 자비로운 선택은 도미노처럼 거대한 위협을 불러오고, 메이슨은 자신을 뒤쫓는 과거의 그림자로부터 아이를 지키기 위해 런던의 어두운 지하 세계로 뛰어든다. 가장 소중한 것을 지키기 위해 가장 잔인해져야만 하는 남자의 처절한 생존 여정이 시작된다.","28,80,53",액션|범죄|스릴러,False,en,7.5,26.9369,2,https://image.tmdb.org/t/p/w500/klvZs66SG19qmacdwxSRkdFQhQS.jpg,https://image.tmdb.org/t/p/w780/ovEC9AOWAxSfm5iBQp7wzeNegAQ.jpg
1233506,L'Homme qui rétrécit,L'Homme qui rétrécit,,"12,878",모험|SF,False,fr,6.0,22.1494,43,https://image.tmdb.org/t/p/w500/yAXJnh8QCdjx6OMTDZjsyops1w0.jpg,https://image.tmdb.org/t/p/w780/hjPWg7trJPSZ4tUEZhqGxX1HxUS.jpg
121,반지의 제왕: 두 개의 탑,The Lord of the Rings: The Two Towers,"9명의 반지원정대는 사우론의 세력에 맞서 반지를 지켜냈지만 반지 원정대는 뿔뿔이 흩어지게 된다. 메리와 피핀을 구하기 위해 우르크하이 군대를 추격하던 아라곤과 레골라스, 김리는 유령 숲에서 백색의 마법사로 부활한 마법사 간달프를 만나게 되고 사우론이 암흑세계의 두 개의 탑을 통합하여 점점 그 세력을 넓혀가고 있다는 사실을 듣게 된다. 이에 아라곤과 원정대는 중간계의 선한 무리의 통합을 이뤄 사우론의 세력을 견제해야 하는 큰 임무를 맡게 된다. 하지만 원수지간인 곤도르와 로한으로 나뉜 인간 종족의 통합은 쉽지 않고 게다가 로한의 왕마저 사루만에게 동화되는데...","12,14,28",모험|판타지|액션,False,en,8.412,20.7118,23345,https://image.tmdb.org/t/p/w500/zxZdTi3fA7aDxEOivmzZAY2bmTu.jpg,https://image.tmdb.org/t/p/w780/kWYfW2Re0rUDE6IHhy4CRuKWeFr.jpg
1284120,어글리 시스터,Den stygge stesøsteren,"아름다움이 곧 권력이 되는 잔혹한 경쟁의 왕국. 언제나 외모로 조롱받던 ‘엘비라’는 ‘왕자’와의 달콤한 사랑을 꿈꾼다. 그러던 어느 날, 그녀에게 찾아온 단 한 번의 기회— 의붓언니인 ‘아그네스’와 함께 왕자가 개최하는 무도회에 초대된다. 그녀는 왕자의 마음을 사로잡기 위해 아름다움에 집착하며, 그 어떤 고통도 마다하지 않는다. 아름다움을 향한 그 갈망의 끝에 끔찍한 대가가 따른다는 사실을 모른 채…","27,35,14,18",공포|코미디|판타지|드라마,False,no,7.32,20.1118,860,https://image.tmdb.org/t/p/w500/eptIaZpqiBnmGeoHzN5fqiX0W5H.jpg,https://image.tmdb.org/t/p/w780/ev9kxdoJ5IYVprt1OvH2SMWJdU1.jpg
1371185,송 썽 블루,Song Sung Blue,"언제나 자신만의 무대를 꿈꾸지만 현실은 떠돌이 뮤지션 ‘마이크’. 그의 인생에 운명처럼 나타난 싱글맘 ‘클레어’. 첫눈에 서로의 목소리와 마음을 알아본 두 사람은 사랑과 음악을 함께 꿈꾸며 레전드 가수 닐 다이아몬드의 명곡을 부르는 커버 밴드 ‘라이트닝 & 썬더’를 결성한다. 타고난 쇼맨십과 폭발적인 가창력으로 단숨에 지역 스타로 떠오른 두 사람은 당대 최고 인기 밴드 펄잼의 오프닝 무대까지 장식한다. 그러나 가장 찬란한 순간, 예기치 못한 클레어의 사고가 일어나고 두 사람의 인생과 무대는 한순간에 무너지고 마는데....","18,10402,10749",드라마|음악|로맨스,False,en,7.53,20.3645,99,https://image.tmdb.org/t/p/w500/ywhIAXy7MbEv3MAfXYXMniGDHBu.jpg,https://image.tmdb.org/t/p/w780/mnEx3lTjjQYHMj55ZnZHQZVUlZ.jpg
1273948,아버지의 이름으로,以父亲之名,"동급생에 의해 살해된 딸의 시신을 수습하기 위해 슬픔에 잠긴 아버지는 미국으로 향한다. 폭력으로 아버지를 잃은 중국계 미국인 학생의 도움을 받아, 그는 경찰이 남긴 단서를 추적하며 딸의 살인자를 찾고 아버지로서 자신의 자리와 정의를 되찾으려 한다.","80,18,28",범죄|드라마|액션,False,zh,0.0,18.1714,0,https://image.tmdb.org/t/p/w500/fV9TkOqFCZHPUG9OWx419dw0Iew.jpg,https://image.tmdb.org/t/p/w780/nrWn0blVlcdsbSrYPgCyQpTE5hn.jpg
1033148,"다이, 마이 러브",Die My Love,외딴 시골에 사는 한 여성이 결혼과 육아로 인해 정신적으로 극한에 이르게 된다.,18,드라마,False,en,6.2,21.1066,339,https://image.tmdb.org/t/p/w500/kajpShbFhOdpl6yCrLezMrr9tB4.jpg,https://image.tmdb.org/t/p/w780/dEkFlZzj2cb5F7SShvqkL54E4lr.jpg
1288072,키퍼,Keeper,"남편을 따라 오랜만에 떠난 휴가, 도착한 산장에선 누군가 지켜보는 느낌이 자꾸 들고 이상한 이들이 찾아와 불안하게 한다. 그리고 곧 남편의 오래된 과거를 발견하게 되는데...","27,9648",공포|미스터리,False,en,5.5,19.861,110,https://image.tmdb.org/t/p/w500/mbGHijUc0C3fcM12l6ro6FgxIvg.jpg,https://image.tmdb.org/t/p/w780/8GjH1BU5PtoqAlhMeXQ46eq9z1D.jpg
957119,Sidelined: The QB and Me,Sidelined: The QB and Me,,"35,10749",코미디|로맨스,False,en,6.248,19.988,151,https://image.tmdb.org/t/p/w500/mSL6truNrWP1Bn9ng1rN0SkMI4f.jpg,https://image.tmdb.org/t/p/w780/wbDkvShcrveXNFsgyujY4kdurVa.jpg
1242419,루프맨,Roofman,"전직 육군 레인저이자 생활고에 몰려 맥도날드 매장의 지붕을 뚫고 침입하는 방식으로 강도를 벌이며 ‘루프맨’이라는 별명을 얻는다. 체포된 뒤 탈옥에 성공한 그는 한동안 모습을 감춘 채 토이저러스 매장 안에 숨어 6개월 동안 아무에게도 들키지 않고 지내며 다음 범행을 준비한다. 그러던 중, 예기치 않게 한 이혼 여성을 만나 그의 매력에 이끌린 그녀와 관계가 깊어지면서 그의 이중생활은 균열을 맞기 시작한다. 그리고 과거가 서서히 그를 덮쳐오며, 숨기려는 남자와 들춰내려는 세력 사이에 팽팽한 긴장감의 고양이와 쥐의 추격전이 펼쳐진다.","80,35,18",범죄|코미디|드라마,False,en,7.2,19.4758,476,https://image.tmdb.org/t/p/w500/qUeT9KG99sSyxkGzWJ7pBVoKz5j.jpg,https://image.tmdb.org/t/p/w780/2YOnE2qmoyyOUqQsFit12gDSauk.jpg
1578018,Bendito corazón,Bendito corazón,,18,드라마,False,es,0.0,17.4156,0,https://image.tmdb.org/t/p/w500/bfburbW7SnLBscRe2hWneN6z9vB.jpg,https://image.tmdb.org/t/p/w780/xh2IXxK62vZeLAn0VQmJLRH3ObU.jpg
1456349,그저 사고였을 뿐,Un simple accident,"어느 날, 나를 지옥으로 이끌던 삐걱 소리가 다시 들렸다. 나는 안다. 그가 맞다. “그저 사고였을 뿐? 누군가는 그걸 평생 기억해”","18,53,80",드라마|스릴러|범죄,False,fr,7.173,15.0652,312,https://image.tmdb.org/t/p/w500/5MSAOVFxVezKOX65pJ2iwyIYR7K.jpg,https://image.tmdb.org/t/p/w780/zhoMwQofjgVec5Sin05hWECJtVQ.jpg
1259102,영원,Eternity,"죽음 이후 가장 행복했던 시절의 모습으로 사후세계 환승역에 도착한 조앤. 그곳에서 65년 평생을 함께했던 남편 래리와 67년 전 사별한 첫사랑이자 전남편 루크를 동시에 만나게 된다. 살아생전 추구했던 원하던 세상에서 사랑하는 사람과 영원을 보낼 수 있는 환상적인 사후세계를 앞에 두고 조앤은 마지막 환승(!)을 고민하게 되는데! 래리VS루크, 조앤이 평생을 넘어 영원을 함께 하고 싶은 단 하나의 사랑은?!","10749,35,18",로맨스|코미디|드라마,False,en,7.061,17.2541,354,https://image.tmdb.org/t/p/w500/d18gChFbkzbXQNY3owiVbqmHB7K.jpg,https://image.tmdb.org/t/p/w780/fuacZLpnohQtLD0AhtCErcPVL98.jpg
1595481,납치된 아이: 엘리자베스 스마트,Kidnapped: Elizabeth Smart,"14세의 나이에 유타주 자택에서 납치되었던 엘리자베스 스마트의 이야기를 조명한 다큐멘터리. 피해자 본인의 증언과 미공개 자료를 통해 당시 사건의 충격적인 전말이 공개된다. 2002년 6월 5일 이른 새벽, 14세 소녀 엘리자베스 스마트가 유타주 솔트레이크시티의 자택 침실에서 납치당했다. 미국 역사상 손꼽히게 큰 파장을 일으키며 집중 보도된 실종 사건의 시작이었다. 《납치된 아이: 엘리자베스 스마트》는 엘리자베스 본인의 증언과 가족, 수사 담당자, 사건 관계자들의 단독 인터뷰를 통해 그날의 이야기를 생생하게 들여다보는 강렬한 다큐멘터리 영화다. 이 작품은 생생한 기록 영상과 미공개 자료를 엮어, 브라이언 데이비드 미첼과 완다 바지의 손아귀에 붙잡혀 있었던 엘리자베스의 악몽 같은 9개월을 따라간다. 또한, 그 과정에서 엘리자베스와 가족들이 겪었던 심리적·정서적 고통, 끊임없이 이어진 언론의 관심, 끈기 있게 해답을 찾으려 한 지역 사회의 노력을 조명하는 동시에, 그 당시 엘리자베스를 살아남게 했고 20년이 지난 지금까지도 그녀를 단단히 지탱해 온 불굴의 생존 의지를 되새긴다. 이 다큐멘터리는 미국 전역을 충격에 빠뜨렸던 사건을 단순히 되짚는 데서 그치지 않고, 그 후 엘리자베스가 걸어온 치유의 여정과 다른 이들에게도 희망을 전하고 울타리가 되어주고자 하는 그녀의 장기적인 목표까지 함께 조명한다.","99,80",다큐멘터리|범죄,False,en,7.067,13.1502,30,https://image.tmdb.org/t/p/w500/lFSaWH6IYjSOtSF3CCoUuRNC3Av.jpg,https://image.tmdb.org/t/p/w780/n2WschLfgBrF2Dj0SkdCL94q2jC.jpg
1480382,힌드의 목소리,صوت هند رجب,여섯 살 팔레스타인 소녀 힌드 라잡은 친척과 함께 차로 피신하던 중 이스라엘군의 공격을 받는다. 차 안의 유일한 생존자 힌드는 가까스로 팔레스타인 적신월사(이슬람권의 적십자) 콜센터와 연결이 된다. 이때부터 적신월사의 오마르와 동료들은 소녀를 구하기 위해 헌신적인 노력을 다한다.,18,드라마,False,ar,8.161,13.6031,143,https://image.tmdb.org/t/p/w500/cNGEWPfE3vUGPz6yzFHeI2loVm3.jpg,https://image.tmdb.org/t/p/w780/mQwD7GtPTkv6WF5m8AJWGrO5XOE.jpg
8966,트와일라잇,Twilight,"17세의 평범한 고등학생 소녀 ‘벨라’는 집안 사정으로 워싱턴 주 포크스에 있는 아빠의 집으로 이사를 온다. 전학 첫날, ‘벨라’는 냉담하지만 자신을 무장 해제시킬 정도로 잘생긴 ‘에드워드’와 마주치고, 전율과 두려움 넘치는 인생의 전환을 맞이한다. ‘에드워드’와 돌이킬 수 없는 사랑에 빠져든 ‘벨라’. 하지만 ‘에드워드’와 그의 가족이 뱀파이어 일족이라는 사실을 알게 되고, 예기치 못한 운명에 빠져든다.","14,18,10749",판타지|드라마|로맨스,False,en,6.283,16.7533,14185,https://image.tmdb.org/t/p/w500/ryvt6cLTjHHH7Nnce3Xi5S3I533.jpg,https://image.tmdb.org/t/p/w780/weAYfu6FfrNxEDJ3xH1XpgQcqUv.jpg
1286185,목수의 아들,The Carpenter's Son,,27,공포,False,en,5.402,14.627,46,https://image.tmdb.org/t/p/w500/tXEtdZjoaHqjDjSxZJWwDVjIfx9.jpg,https://image.tmdb.org/t/p/w780/aP7w2JPEDyIukrYxIGHmTrmYOWJ.jpg
1538718,Disneyland Handcrafted,Disneyland Handcrafted,,99,다큐멘터리,False,en,9.167,14.6854,6,https://image.tmdb.org/t/p/w500/81szv19zvs5fGqXtWau6tXzfC4T.jpg,https://image.tmdb.org/t/p/w780/vgLSR0QX39nLEbqgGlqVDIRx2JF.jpg
1116201,Iron Lung,Iron Lung,,"27,878",공포|SF,False,en,0.0,15.3219,0,https://image.tmdb.org/t/p/w500/sIwakdbMGS1krtgendTWpxTY9Hw.jpg,https://image.tmdb.org/t/p/w780/h1iMimR9uG8dGezlO7dRtFPXWX5.jpg
14836,코렐라인: 비밀의 문,Coraline,"새로운 집으로 이사 온 열한 살 소녀 코렐라인은 모든 것이 낯설기만 하고, 늘 바쁜 부모님 때문에 외로운 날들을 보낸다. 호기심 많은 코렐라인은 홀로 집과 동네를 탐험하다 동네 소년 와이비와 개성 넘치는 이웃들을 만나게 된다. 그러던 어느 날, 집 안에 숨겨진 작은 비밀 문을 발견한 코렐라인은 문을 열고 어두운 통로를 지나 들어간다. 그곳은 현실과 꼭 닮았지만, 훨씬 더 완벽해 보이는 또 다른 세계였다. ‘다른 엄마’와 ‘다른 아빠’는 언제나 그녀를 따뜻하게 맞이하고, 신비로운 검은 고양이는 그림자처럼 곁을 맴돌며 호기심을 자극한다. 처음엔 꿈만 같은 낯선 세계였지만, 점점 그곳의 숨겨진 진실이 드러나기 시작하는데...","16,10751,14",애니메이션|가족|판타지,False,en,7.898,14.7665,8754,https://image.tmdb.org/t/p/w500/iGp4wBc0ZBVFd2HPicyDgl6Pn1r.jpg,https://image.tmdb.org/t/p/w780/hofnlIyF6bePkgQOpcuRWLvzf15.jpg
1584215,인턴십,The Internship,"“배신당한 킬러들의 반란, CIA 내부를 격돌하다” 어린 시절부터 비밀 CIA ‘인턴십’으로 혹독한 훈련을 받아온 여성이 이제 그 프로그램이 자신의 삶을 빼앗아간 진짜 이유를 밝히기 위해 나선다. 그녀는 자신처럼 길러진 동료 인턴들을 모아 조직을 무너뜨리려 하고, 점점 더 치명적인 임무 속에서 배신과 살아남기 위한 본능이 충돌하게 된다. CIA는 이를 막기 위해 더욱 강력한 대응에 나서고, 인턴들과 기관 모두가 최후의 결전을 벌이게 되는데…",28,액션,False,en,6.3,127.4844,30,https://image.tmdb.org/t/p/w500/fYqSOkix4rbDiZW0ACNnvZCpT6X.jpg,https://image.tmdb.org/t/p/w780/eUERZRVjCTNdgnESlQxyaOJ2d4K.jpg
953,마다가스카,Madagascar,"센트럴파크 동물원의 인기절정 뉴요커 4인방 사자 알렉스(벤 스틸러)는 스포트라이트를 한 몸에 받는 뉴욕 센트럴파크 동물원 최고의 인기 스타. 타고난 품종은 정글의 왕이지만 사실 알렉스는 동물원 인기 스타인 자신을 자랑스러워하고 정글 구경은 한 번도 해 본 적 없는 정통 뉴욕 토박이다. 알렉스의 친구들인 얼룩말 마티(크리스 록)와 기린 멜먼(데이비드 쉬머), 하마 글로리아(제이다 핀켓 스미스)도 온실 속 화초처럼 동물원의 안락한 생활이 익숙하기만 한데... 탈출은 꿈꾼 적도 없는 데 미지의 정글 마다가스카로?! 그러던 어느 날, 호기심 많은 마티가 그들의 고향 남극으로 탈출기회만을 노리는 정체불명 펭귄 특공대의 꾐에 빠져 야생에 대한 동경을 안고 외출을 시도한다. 알렉스와 친구들은 사라진 마티를 찾기 위해 동물원 밖으로 나가게 되고, 사람들에게 발견된 동물 4인방(사실은 뉴요커 4인방)은 갑갑한 동물원 탈출을 모의했다는 오해 아닌 오해를 받은 채 아프리카로 향하는 배에 오르게 되고... 정글보다 도시가 더 좋은 뉴요커 4인방의 정글 탈출기! 뉴요커 4인방이 포획된 배를 남극을 향한 배로 오인한 펭귄 특공대는 재빠르게 선박을 접수하고 항로를 바꾸는 사이, 4인방이 갇혀 있던 상자가 바다로 떨어지면서 알렉스와 친구들은 미지의 정글 마다가스카에 표류하게 된다. 지금까지 안락한 뉴요커의 삶을 살아온 이들이 과연 거친 야생의 정글 마다가스카에서 살아갈 수 있을 것인가? 아니면 다시 센트럴파크의 동물원으로 돌아갈 것인가? 정글보다 도시가 더 좋은 뉴요커 4인방의 험난한 정글 탈출기는 이제부터 시작된다!!","10751,16,12,35",가족|애니메이션|모험|코미디,False,en,6.918,14.9016,11479,https://image.tmdb.org/t/p/w500/7BeMHBgS6nUaxj6w0hGhsiK827c.jpg,https://image.tmdb.org/t/p/w780/tPaurpIUskVji5vwV0dhy9pq4Vs.jpg
1196573,쉬 라이즈 샷건,She Rides Shotgun,"출소한 전과자 네이트는 자신이 보호해야 할 존재가 열한 살 딸 폴리라는 사실에 당혹감을 느낀다. 낯선 딸과 함께 갱단의 위협을 피해 도주를 시작한 그는, 거칠고 냉혹한 세상 속에서 생존을 위한 법칙들을 하나씩 가르쳐 나간다. 처음엔 서로를 잘 알지 못했던 두 사람은 도망이라는 극한 상황 속에서 조금씩 마음을 열게 되고, 진정한 가족의 의미를 찾아가기 시작하는데…","28,53,80",액션|스릴러|범죄,False,en,7.0,13.9885,219,https://image.tmdb.org/t/p/w500/nvqW8mOm818QDio3GKKmPLK8kXj.jpg,https://image.tmdb.org/t/p/w780/ytCi1wg6YHpYcFRWCO2jpzN31Kf.jpg
1168190,더 레킹 크루,The Wrecking Crew,"'더 레킹 크루'는 사이가 멀어진 이복형제의 이야기를 다룬다. 조니와 제임스는 아버지의 의문스러운 죽음 이후 다시 뭉치게 된다. 진실을 쫓는 과정에서 묻혀 있던 비밀들이 밝혀지고, 가족을 갈라놓을 수 있는 거대한 음모가 드러난다.","28,35,80,9648",액션|코미디|범죄|미스터리,False,en,7.036,267.0247,28,https://image.tmdb.org/t/p/w500/bG8BPNRoOvTC9wIos7DIH1YWOqN.jpg,https://image.tmdb.org/t/p/w780/cz4vLJrmaV1zJlRYbxqtvLzeLWB.jpg
937941,Shelby Oaks,Shelby Oaks,,"27,9648",공포|미스터리,False,en,5.774,13.468,179,https://image.tmdb.org/t/p/w500/i3omY4P6QUzFQlEeclWY92RuXCH.jpg,https://image.tmdb.org/t/p/w780/jOuu4mEBOuJVb6CkkmRDpjnrZed.jpg
1274214,Papa Zola: The Movie,Papa Zola: The Movie,,"16,28,12,35,10751,878",애니메이션|액션|모험|코미디|가족|SF,False,ms,8.5,13.8096,2,https://image.tmdb.org/t/p/w500/pwvxe80da8tbuwywrYYEUAr9KjQ.jpg,https://image.tmdb.org/t/p/w780/AkNQCE7FijTFmneDVLCYpN9aMJ0.jpg
650524,尋秦記,尋秦記,,"878,28,35",SF|액션|코미디,False,cn,7.0,14.523,6,https://image.tmdb.org/t/p/w500/h3OUaPfCaFmzwB2eMHik50RsXlP.jpg,https://image.tmdb.org/t/p/w780/gpJr8wRED8BpBVaxM0eODQEBNwC.jpg
1616993,Safia/Safdar,Safia/Safdar,,"18,10749",드라마|로맨스,False,hi,0.0,12.584,0,https://image.tmdb.org/t/p/w500/ggN2WBU8cRMehVdS1nV0VYHACin.jpg,https://image.tmdb.org/t/p/w780/uSBUMknphVjcnGJk6se3gWe9omG.jpg
696393,콜드 스토리지,Cold Storage,,"35,878,53",코미디|SF|스릴러,False,en,4.0,14.5036,2,https://image.tmdb.org/t/p/w500/pfqkETJ2A3zXZJuNcufZbAJNnKA.jpg,https://image.tmdb.org/t/p/w780/bWghzXC2E3SRUYS73qygoMExF1T.jpg
1385536,Sore: Istri Dari Masa Depan,Sore: Istri Dari Masa Depan,,"14,10749,18,878",판타지|로맨스|드라마|SF,False,id,7.661,13.3323,31,https://image.tmdb.org/t/p/w500/u4pNXPmBuYeTtksakUCZgJ1zpSB.jpg,https://image.tmdb.org/t/p/w780/sTNzZZdIm7csFdgnvP20XmSJRTx.jpg
1114967,굿 포츈,Good Fortune,"길 잃은 영혼의 수호천사가 되고 싶지만, 현실은 운전 중 문자하는 인간들을 보호하는 작은 날개의 초짜 천사 가브리엘. 열심히 살아도 차에서 노숙하는 삶을 못 벗어나며 절망에 빠진 N잡러 아지를 구원하기 위해 금수저인 벤처 투자자 제프와 삶을 바꿔준다. 하루아침에 극과 극으로 변한 아지와 제프의 삶은 가브리엘의 의도와 다르게 흘러가고, 이에 대한 책임으로 가브리엘은 날개를 반납하고 인간으로 강등당하는데… 인생이 뒤바뀐 아지와 제프, 인간이 된 가브리엘 이 세 남자의 유쾌한 좌충우돌 운명 재도전기가 펼쳐진다!","35,14",코미디|판타지,False,en,7.027,13.4753,424,https://image.tmdb.org/t/p/w500/mlpVu3aq1cOjlHOxd70NILlj1fc.jpg,https://image.tmdb.org/t/p/w780/nkxtuK4alXlGC87FRNDfAZJIFiB.jpg
1172265,마지막 푸른빛,O Último Azul,77세의 테레사는 ‘은퇴 구역’으로 이송되기 직전 자유를 찾아 탈출을 감행한다.,"18,878,35",드라마|SF|코미디,False,pt,7.295,12.5118,56,https://image.tmdb.org/t/p/w500/4LV2kTS54D7v1da2ooQ8knhptLh.jpg,https://image.tmdb.org/t/p/w780/2UXrkv2G1aXMyn3VY70krD9Anid.jpg
1211442,리빌딩,Rebuilding,,18,드라마,False,en,6.8,12.7493,30,https://image.tmdb.org/t/p/w500/7cDCGKBA6XANFDw4km9GvDnFBHw.jpg,https://image.tmdb.org/t/p/w780/zfhAzbZXg24Z9INMcRfkr45mH91.jpg
1429520,Sidelined 2: Intercepted,Sidelined 2: Intercepted,,"10749,35",로맨스|코미디,False,en,7.3,12.8988,35,https://image.tmdb.org/t/p/w500/sEIP1pTVXa8BJaYSuVeVG3wFN10.jpg,https://image.tmdb.org/t/p/w780/tYT4DdVw1utDPE4QIsBHxlKHai8.jpg
670,올드보이,올드보이,"오대수는 어느 날 술이 거나하게 취해 집에 돌아가는 길에 누군가에게 납치, 사설 감금방에 갇히게 된다. 중국집 군만두만을 먹으며 8평이라는 제한된 공간에서 그가 할 수 있는 일이라곤 텔레비전 보는 게 전부. 1년이 지났을 무렵, 뉴스를 통해 나오는 아내의 살해소식. 게다가 아내의 살인범으로 자신이 지목되고 있음을 알게 된 오대수는 복수와 탈출을 위해 감금방 한쪽 구석을 쇠젓가락으로 파기 시작한다. 감금 15년을 맞이하는 해, 마침내 사람 몸 하나 빠져나갈 만큼의 탈출구가 생겼을 때, 어이없게도 15년 전 납치됐던 바로 그 장소로 풀려나 있는 자신을 발견하게 된다.","18,53,9648,28",드라마|스릴러|미스터리|액션,False,ko,8.242,12.9615,9512,https://image.tmdb.org/t/p/w500/xpa9ybm6tYGna5LseqSXvKpSSJn.jpg,https://image.tmdb.org/t/p/w780/sdwjQEM869JFwMytTmvr6ggvaUl.jpg
